Model,TBS2074
Firmware Version,v1.25.03

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.001
Sample Interval,8e-06
Filter Frequency,1e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Label,
TIME,CH2
-8.000e-03,-0.312891
-7.992e-03,-0.349023
-7.984e-03,-0.349023
-7.976e-03,-0.358789
-7.968e-03,-0.358789
-7.960e-03,-0.339551
-7.952e-03,-0.339551
-7.944e-03,-0.313965
-7.936e-03,-0.313965
-7.928e-03,-0.274316
-7.920e-03,-0.274316
-7.912e-03,-0.224707
-7.904e-03,-0.224707
-7.896e-03,-0.172461
-7.888e-03,-0.172461
-7.880e-03,-0.129395
-7.872e-03,-0.129395
-7.864e-03,-0.117676
-7.856e-03,-0.117676
-7.848e-03,-0.117773
-7.840e-03,-0.117773
-7.832e-03,-0.13291
-7.824e-03,-0.13291
-7.816e-03,-0.159375
-7.808e-03,-0.159375
-7.800e-03,-0.175098
-7.792e-03,-0.175098
-7.784e-03,-0.189453
-7.776e-03,-0.189453
-7.768e-03,-0.201465
-7.760e-03,-0.201465
-7.752e-03,-0.200098
-7.744e-03,-0.200098
-7.736e-03,-0.188867
-7.728e-03,-0.188867
-7.720e-03,-0.163672
-7.712e-03,-0.163672
-7.704e-03,-0.123828
-7.696e-03,-0.123828
-7.688e-03,-0.0827148
-7.680e-03,-0.0827148
-7.672e-03,-0.028418
-7.664e-03,-0.028418
-7.656e-03,0.0361328
-7.648e-03,0.0361328
-7.640e-03,0.0875
-7.632e-03,0.0875
-7.624e-03,0.132617
-7.616e-03,0.132617
-7.608e-03,0.174316
-7.600e-03,0.174316
-7.592e-03,0.211133
-7.584e-03,0.211133
-7.576e-03,0.233496
-7.568e-03,0.233496
-7.560e-03,0.23623
-7.552e-03,0.23623
-7.544e-03,0.224512
-7.536e-03,0.224512
-7.528e-03,0.189648
-7.520e-03,0.189648
-7.512e-03,0.14873
-7.504e-03,0.14873
-7.496e-03,0.0914062
-7.488e-03,0.0914062
-7.480e-03,0.0277344
-7.472e-03,0.0277344
-7.464e-03,-0.040625
-7.456e-03,-0.040625
-7.448e-03,-0.108789
-7.440e-03,-0.108789
-7.432e-03,-0.17334
-7.424e-03,-0.17334
-7.416e-03,-0.225781
-7.408e-03,-0.225781
-7.400e-03,-0.265234
-7.392e-03,-0.265234
-7.384e-03,-0.283008
-7.376e-03,-0.283008
-7.368e-03,-0.279883
-7.360e-03,-0.279883
-7.352e-03,-0.265625
-7.344e-03,-0.265625
-7.336e-03,-0.224023
-7.328e-03,-0.224023
-7.320e-03,-0.166406
-7.312e-03,-0.166406
-7.304e-03,-0.0959961
-7.296e-03,-0.0959961
-7.288e-03,-0.0207031
-7.280e-03,-0.0207031
-7.272e-03,0.062207
-7.264e-03,0.062207
-7.256e-03,0.149121
-7.248e-03,0.149121
-7.240e-03,0.219434
-7.232e-03,0.219434
-7.224e-03,0.283789
-7.216e-03,0.283789
-7.208e-03,0.325391
-7.200e-03,0.325391
-7.192e-03,0.347852
-7.184e-03,0.347852
-7.176e-03,0.348047
-7.168e-03,0.348047
-7.160e-03,0.317773
-7.152e-03,0.317773
-7.144e-03,0.271191
-7.136e-03,0.271191
-7.128e-03,0.197852
-7.120e-03,0.197852
-7.112e-03,0.112598
-7.104e-03,0.112598
-7.096e-03,0.0180664
-7.088e-03,0.0180664
-7.080e-03,-0.0866211
-7.072e-03,-0.0866211
-7.064e-03,-0.193066
-7.056e-03,-0.193066
-7.048e-03,-0.281738
-7.040e-03,-0.281738
-7.032e-03,-0.350684
-7.024e-03,-0.350684
-7.016e-03,-0.401172
-7.008e-03,-0.401172
-7.000e-03,-0.424414
-6.992e-03,-0.424414
-6.984e-03,-0.42002
-6.976e-03,-0.42002
-6.968e-03,-0.383008
-6.960e-03,-0.383008
-6.952e-03,-0.318945
-6.944e-03,-0.318945
-6.936e-03,-0.230664
-6.928e-03,-0.230664
-6.920e-03,-0.124023
-6.912e-03,-0.124023
-6.904e-03,-0.00273438
-6.896e-03,-0.00273438
-6.888e-03,0.12207
-6.880e-03,0.12207
-6.872e-03,0.23623
-6.864e-03,0.23623
-6.856e-03,0.347266
-6.848e-03,0.347266
-6.840e-03,0.441309
-6.832e-03,0.441309
-6.824e-03,0.494629
-6.816e-03,0.494629
-6.808e-03,0.522852
-6.800e-03,0.522852
-6.792e-03,0.509375
-6.784e-03,0.509375
-6.776e-03,0.463379
-6.768e-03,0.463379
-6.760e-03,0.382715
-6.752e-03,0.382715
-6.744e-03,0.279004
-6.736e-03,0.279004
-6.728e-03,0.150391
-6.720e-03,0.150391
-6.712e-03,-0.00576172
-6.704e-03,-0.00576172
-6.696e-03,-0.159375
-6.688e-03,-0.159375
-6.680e-03,-0.306055
-6.672e-03,-0.306055
-6.664e-03,-0.435059
-6.656e-03,-0.435059
-6.648e-03,-0.54248
-6.640e-03,-0.54248
-6.632e-03,-0.613379
-6.624e-03,-0.613379
-6.616e-03,-0.639063
-6.608e-03,-0.639063
-6.600e-03,-0.619727
-6.592e-03,-0.619727
-6.584e-03,-0.563672
-6.576e-03,-0.563672
-6.568e-03,-0.462109
-6.560e-03,-0.462109
-6.552e-03,-0.329199
-6.544e-03,-0.329199
-6.536e-03,-0.162598
-6.528e-03,-0.162598
-6.520e-03,0.0177734
-6.512e-03,0.0177734
-6.504e-03,0.198242
-6.496e-03,0.198242
-6.488e-03,0.377051
-6.480e-03,0.377051
-6.472e-03,0.534375
-6.464e-03,0.534375
-6.456e-03,0.658301
-6.448e-03,0.658301
-6.440e-03,0.748828
-6.432e-03,0.748828
-6.424e-03,0.778418
-6.416e-03,0.778418
-6.408e-03,0.76084
-6.400e-03,0.76084
-6.392e-03,0.685547
-6.384e-03,0.685547
-6.376e-03,0.565234
-6.368e-03,0.565234
-6.360e-03,0.413672
-6.352e-03,0.413672
-6.344e-03,0.247461
-6.336e-03,0.247461
-6.328e-03,0.0849609
-6.320e-03,0.0849609
-6.312e-03,-0.0708984
-6.304e-03,-0.0708984
-6.296e-03,-0.212207
-6.288e-03,-0.212207
-6.280e-03,-0.333398
-6.272e-03,-0.333398
-6.264e-03,-0.448535
-6.256e-03,-0.448535
-6.248e-03,-0.550977
-6.240e-03,-0.550977
-6.232e-03,-0.647363
-6.224e-03,-0.647363
-6.216e-03,-0.709863
-6.208e-03,-0.709863
-6.200e-03,-0.741895
-6.192e-03,-0.741895
-6.184e-03,-0.72627
-6.176e-03,-0.72627
-6.168e-03,-0.664844
-6.160e-03,-0.664844
-6.152e-03,-0.560547
-6.144e-03,-0.560547
-6.136e-03,-0.41123
-6.128e-03,-0.41123
-6.120e-03,-0.239453
-6.112e-03,-0.239453
-6.104e-03,-0.0408203
-6.096e-03,-0.0408203
-6.088e-03,0.17041
-6.080e-03,0.17041
-6.072e-03,0.374609
-6.064e-03,0.374609
-6.056e-03,0.564844
-6.048e-03,0.564844
-6.040e-03,0.716895
-6.032e-03,0.716895
-6.024e-03,0.812891
-6.016e-03,0.812891
-6.008e-03,0.871875
-6.000e-03,0.871875
-5.992e-03,0.868848
-5.984e-03,0.868848
-5.976e-03,0.799023
-5.968e-03,0.799023
-5.960e-03,0.677344
-5.952e-03,0.677344
-5.944e-03,0.522461
-5.936e-03,0.522461
-5.928e-03,0.341602
-5.920e-03,0.341602
-5.912e-03,0.154785
-5.904e-03,0.154785
-5.896e-03,-0.0199219
-5.888e-03,-0.0199219
-5.880e-03,-0.163184
-5.872e-03,-0.163184
-5.864e-03,-0.287598
-5.856e-03,-0.287598
-5.848e-03,-0.380859
-5.840e-03,-0.380859
-5.832e-03,-0.450098
-5.824e-03,-0.450098
-5.816e-03,-0.488574
-5.808e-03,-0.488574
-5.800e-03,-0.521484
-5.792e-03,-0.521484
-5.784e-03,-0.551855
-5.776e-03,-0.551855
-5.768e-03,-0.573828
-5.760e-03,-0.573828
-5.752e-03,-0.572852
-5.744e-03,-0.572852
-5.736e-03,-0.549414
-5.728e-03,-0.549414
-5.720e-03,-0.489746
-5.712e-03,-0.489746
-5.704e-03,-0.410645
-5.696e-03,-0.410645
-5.688e-03,-0.288477
-5.680e-03,-0.288477
-5.672e-03,-0.153711
-5.664e-03,-0.153711
-5.656e-03,-0.0104492
-5.648e-03,-0.0104492
-5.640e-03,0.142578
-5.632e-03,0.142578
-5.624e-03,0.295605
-5.616e-03,0.295605
-5.608e-03,0.42334
-5.600e-03,0.42334
-5.592e-03,0.525586
-5.584e-03,0.525586
-5.576e-03,0.601172
-5.568e-03,0.601172
-5.560e-03,0.637793
-5.552e-03,0.637793
-5.544e-03,0.62334
-5.536e-03,0.62334
-5.528e-03,0.565918
-5.520e-03,0.565918
-5.512e-03,0.47334
-5.504e-03,0.47334
-5.496e-03,0.339648
-5.488e-03,0.339648
-5.480e-03,0.187988
-5.472e-03,0.187988
-5.464e-03,0.0160156
-5.456e-03,0.0160156
-5.448e-03,-0.160059
-5.440e-03,-0.160059
-5.432e-03,-0.332324
-5.424e-03,-0.332324
-5.416e-03,-0.499316
-5.408e-03,-0.499316
-5.400e-03,-0.626563
-5.392e-03,-0.626563
-5.384e-03,-0.719727
-5.376e-03,-0.719727
-5.368e-03,-0.766504
-5.360e-03,-0.766504
-5.352e-03,-0.755078
-5.344e-03,-0.755078
-5.336e-03,-0.700488
-5.328e-03,-0.700488
-5.320e-03,-0.597852
-5.312e-03,-0.597852
-5.304e-03,-0.439746
-5.296e-03,-0.439746
-5.288e-03,-0.253125
-5.280e-03,-0.253125
-5.272e-03,-0.0458984
-5.264e-03,-0.0458984
-5.256e-03,0.177637
-5.248e-03,0.177637
-5.240e-03,0.400781
-5.232e-03,0.400781
-5.224e-03,0.59541
-5.216e-03,0.59541
-5.208e-03,0.758008
-5.200e-03,0.758008
-5.192e-03,0.870508
-5.184e-03,0.870508
-5.176e-03,0.929004
-5.168e-03,0.929004
-5.160e-03,0.92793
-5.152e-03,0.92793
-5.144e-03,0.857031
-5.136e-03,0.857031
-5.128e-03,0.731152
-5.120e-03,0.731152
-5.112e-03,0.562305
-5.104e-03,0.562305
-5.096e-03,0.363086
-5.088e-03,0.363086
-5.080e-03,0.168945
-5.072e-03,0.168945
-5.064e-03,-0.00146485
-5.056e-03,-0.00146485
-5.048e-03,-0.140723
-5.040e-03,-0.140723
-5.032e-03,-0.241504
-5.024e-03,-0.241504
-5.016e-03,-0.306738
-5.008e-03,-0.306738
-5.000e-03,-0.333887
-4.992e-03,-0.333887
-4.984e-03,-0.333984
-4.976e-03,-0.333984
-4.968e-03,-0.306348
-4.960e-03,-0.306348
-4.952e-03,-0.259375
-4.944e-03,-0.259375
-4.936e-03,-0.192969
-4.928e-03,-0.192969
-4.920e-03,-0.125098
-4.912e-03,-0.125098
-4.904e-03,-0.050293
-4.896e-03,-0.050293
-4.888e-03,0.0261719
-4.880e-03,0.0261719
-4.872e-03,0.102148
-4.864e-03,0.102148
-4.856e-03,0.179102
-4.848e-03,0.179102
-4.840e-03,0.257129
-4.832e-03,0.257129
-4.824e-03,0.337109
-4.816e-03,0.337109
-4.808e-03,0.407031
-4.800e-03,0.407031
-4.792e-03,0.464941
-4.784e-03,0.464941
-4.776e-03,0.494629
-4.768e-03,0.494629
-4.760e-03,0.495117
-4.752e-03,0.495117
-4.744e-03,0.461914
-4.736e-03,0.461914
-4.728e-03,0.405273
-4.720e-03,0.405273
-4.712e-03,0.321387
-4.704e-03,0.321387
-4.696e-03,0.20957
-4.688e-03,0.20957
-4.680e-03,0.0888672
-4.672e-03,0.0888672
-4.664e-03,-0.0452148
-4.656e-03,-0.0452148
-4.648e-03,-0.18291
-4.640e-03,-0.18291
-4.632e-03,-0.311328
-4.624e-03,-0.311328
-4.616e-03,-0.425879
-4.608e-03,-0.425879
-4.600e-03,-0.503027
-4.592e-03,-0.503027
-4.584e-03,-0.550879
-4.576e-03,-0.550879
-4.568e-03,-0.56582
-4.560e-03,-0.56582
-4.552e-03,-0.541309
-4.544e-03,-0.541309
-4.536e-03,-0.475977
-4.528e-03,-0.475977
-4.520e-03,-0.391309
-4.512e-03,-0.391309
-4.504e-03,-0.295801
-4.496e-03,-0.295801
-4.488e-03,-0.206543
-4.480e-03,-0.206543
-4.472e-03,-0.10625
-4.464e-03,-0.10625
-4.456e-03,-0.0146484
-4.448e-03,-0.0146484
-4.440e-03,0.0670898
-4.432e-03,0.0670898
-4.424e-03,0.130762
-4.416e-03,0.130762
-4.408e-03,0.164648
-4.400e-03,0.164648
-4.392e-03,0.191992
-4.384e-03,0.191992
-4.376e-03,0.199023
-4.368e-03,0.199023
-4.360e-03,0.187207
-4.352e-03,0.187207
-4.344e-03,0.170117
-4.336e-03,0.170117
-4.328e-03,0.137305
-4.320e-03,0.137305
-4.312e-03,0.0986328
-4.304e-03,0.0986328
-4.296e-03,0.0608398
-4.288e-03,0.0608398
-4.280e-03,0.0164062
-4.272e-03,0.0164062
-4.264e-03,-0.0322266
-4.256e-03,-0.0322266
-4.248e-03,-0.0763672
-4.240e-03,-0.0763672
-4.232e-03,-0.109863
-4.224e-03,-0.109863
-4.216e-03,-0.122266
-4.208e-03,-0.122266
-4.200e-03,-0.149805
-4.192e-03,-0.149805
-4.184e-03,-0.168652
-4.176e-03,-0.168652
-4.168e-03,-0.194727
-4.160e-03,-0.194727
-4.152e-03,-0.238477
-4.144e-03,-0.238477
-4.136e-03,-0.287598
-4.128e-03,-0.287598
-4.120e-03,-0.33291
-4.112e-03,-0.33291
-4.104e-03,-0.370313
-4.096e-03,-0.370313
-4.088e-03,-0.392383
-4.080e-03,-0.392383
-4.072e-03,-0.386328
-4.064e-03,-0.386328
-4.056e-03,-0.365625
-4.048e-03,-0.365625
-4.040e-03,-0.318457
-4.032e-03,-0.318457
-4.024e-03,-0.238965
-4.016e-03,-0.238965
-4.008e-03,-0.155566
-4.000e-03,-0.155566
-3.992e-03,-0.0623047
-3.984e-03,-0.0623047
-3.976e-03,0.0493164
-3.968e-03,0.0493164
-3.960e-03,0.15918
-3.952e-03,0.15918
-3.944e-03,0.261523
-3.936e-03,0.261523
-3.928e-03,0.344238
-3.920e-03,0.344238
-3.912e-03,0.41084
-3.904e-03,0.41084
-3.896e-03,0.450879
-3.888e-03,0.450879
-3.880e-03,0.45625
-3.872e-03,0.45625
-3.864e-03,0.430566
-3.856e-03,0.430566
-3.848e-03,0.374609
-3.840e-03,0.374609
-3.832e-03,0.289062
-3.824e-03,0.289062
-3.816e-03,0.179492
-3.808e-03,0.179492
-3.800e-03,0.0512695
-3.792e-03,0.0512695
-3.784e-03,-0.0745117
-3.776e-03,-0.0745117
-3.768e-03,-0.207715
-3.760e-03,-0.207715
-3.752e-03,-0.327832
-3.744e-03,-0.327832
-3.736e-03,-0.426758
-3.728e-03,-0.426758
-3.720e-03,-0.508203
-3.712e-03,-0.508203
-3.704e-03,-0.549512
-3.696e-03,-0.549512
-3.688e-03,-0.554883
-3.680e-03,-0.554883
-3.672e-03,-0.518262
-3.664e-03,-0.518262
-3.656e-03,-0.453027
-3.648e-03,-0.453027
-3.640e-03,-0.34668
-3.632e-03,-0.34668
-3.624e-03,-0.211523
-3.616e-03,-0.211523
-3.608e-03,-0.0609375
-3.600e-03,-0.0609375
-3.592e-03,0.102539
-3.584e-03,0.102539
-3.576e-03,0.256836
-3.568e-03,0.256836
-3.560e-03,0.408105
-3.552e-03,0.408105
-3.544e-03,0.534082
-3.536e-03,0.534082
-3.528e-03,0.621387
-3.520e-03,0.621387
-3.512e-03,0.670996
-3.504e-03,0.670996
-3.496e-03,0.680566
-3.488e-03,0.680566
-3.480e-03,0.63623
-3.472e-03,0.63623
-3.464e-03,0.547461
-3.456e-03,0.547461
-3.448e-03,0.416699
-3.440e-03,0.416699
-3.432e-03,0.264648
-3.424e-03,0.264648
-3.416e-03,0.0978516
-3.408e-03,0.0978516
-3.400e-03,-0.0769531
-3.392e-03,-0.0769531
-3.384e-03,-0.241309
-3.376e-03,-0.241309
-3.368e-03,-0.40957
-3.360e-03,-0.40957
-3.352e-03,-0.562891
-3.344e-03,-0.562891
-3.336e-03,-0.68623
-3.328e-03,-0.68623
-3.320e-03,-0.766406
-3.312e-03,-0.766406
-3.304e-03,-0.799219
-3.296e-03,-0.799219
-3.288e-03,-0.768359
-3.280e-03,-0.768359
-3.272e-03,-0.692773
-3.264e-03,-0.692773
-3.256e-03,-0.568555
-3.248e-03,-0.568555
-3.240e-03,-0.401855
-3.232e-03,-0.401855
-3.224e-03,-0.199707
-3.216e-03,-0.199707
-3.208e-03,0.0219727
-3.200e-03,0.0219727
-3.192e-03,0.249805
-3.184e-03,0.249805
