X--Trace 1::[CH1],Y--Trace 1::[CH1],,X--Trace 2::[CH2],Y--Trace 2::[CH2]
-0.0015763,1.6032550796817198,,-0.0015763,-1.280114657573062
-0.00157623,1.574405474616448,,-0.00157623,-1.286500576833142
-0.00157616,1.5872275213121243,,-0.00157616,-1.280114657573062
-0.00157609,1.5872275213121243,,-0.00157609,-1.283307617203102
-0.00157602,1.574405474616448,,-0.00157602,-1.2928864960932218
-0.00157595,1.5840220096382052,,-0.00157595,-1.2928864960932218
-0.00157588,1.5840220096382052,,-0.00157588,-1.2896935364631819
-0.0015758100000000002,1.580816497964286,,-0.0015758100000000002,-1.283307617203102
-0.0015757400000000002,1.574405474616448,,-0.0015757400000000002,-1.273728738312982
-0.0015756700000000002,1.5615834279207714,,-0.0015756700000000002,-1.276921697943022
-0.0015756000000000001,1.5647889395946906,,-0.0015756000000000001,-1.283307617203102
-0.0015755300000000001,1.574405474616448,,-0.0015755300000000001,-1.2928864960932218
-0.00157546,1.5840220096382052,,-0.00157546,-1.273728738312982
-0.00157539,1.5615834279207714,,-0.00157539,-1.2928864960932218
-0.00157532,1.5679944512686097,,-0.00157532,-1.280114657573062
-0.00157525,1.5615834279207714,,-0.00157525,-1.276921697943022
-0.00157518,1.5711999629425288,,-0.00157518,-1.2896935364631819
-0.00157511,1.5583779162468525,,-0.00157511,-1.280114657573062
-0.00157504,1.5423503578772568,,-0.00157504,-1.2896935364631819
-0.0015749700000000002,1.545555869551176,,-0.0015749700000000002,-1.280114657573062
-0.0015749000000000002,1.5647889395946906,,-0.0015749000000000002,-1.2896935364631819
-0.0015748300000000002,1.545555869551176,,-0.0015748300000000002,-1.2896935364631819
-0.0015747600000000001,1.539144846203338,,-0.0015747600000000001,-1.276921697943022
-0.0015746900000000001,1.5423503578772568,,-0.0015746900000000001,-1.2992724153533015
-0.00157462,1.548761381225095,,-0.00157462,-1.286500576833142
-0.00157455,1.539144846203338,,-0.00157455,-1.283307617203102
-0.00157448,1.5519668928990142,,-0.00157448,-1.286500576833142
-0.00157441,1.5423503578772568,,-0.00157441,-1.2928864960932218
-0.00157434,1.5423503578772568,,-0.00157434,-1.2992724153533015
-0.00157427,1.5295283111815805,,-0.00157427,-1.283307617203102
-0.0015742,1.5359393345294188,,-0.0015742,-1.2896935364631819
-0.0015741300000000002,1.5423503578772568,,-0.0015741300000000002,-1.2960794557232616
-0.0015740600000000002,1.5583779162468525,,-0.0015740600000000002,-1.286500576833142
-0.0015739900000000002,1.5359393345294188,,-0.0015739900000000002,-1.2992724153533015
-0.0015739200000000001,1.5263227995076614,,-0.0015739200000000001,-1.2960794557232616
-0.0015738500000000001,1.5263227995076614,,-0.0015738500000000001,-1.2992724153533015
-0.00157378,1.5263227995076614,,-0.00157378,-1.2992724153533015
-0.00157371,1.5359393345294188,,-0.00157371,-1.2960794557232616
-0.00157364,1.5295283111815805,,-0.00157364,-1.286500576833142
-0.00157357,1.5263227995076614,,-0.00157357,-1.3024653749833415
-0.0015735,1.5327338228554996,,-0.0015735,-1.2896935364631819
-0.00157343,1.513500752811985,,-0.00157343,-1.2928864960932218
-0.00157336,1.5199117761598233,,-0.00157336,-1.2992724153533015
-0.0015732900000000002,1.5231172878337425,,-0.0015732900000000002,-1.3056583346133814
-0.0015732200000000002,1.5199117761598233,,-0.0015732200000000002,-1.3184301731335413
-0.0015731500000000002,1.5231172878337425,,-0.0015731500000000002,-1.280114657573062
-0.0015730800000000001,1.5199117761598233,,-0.0015730800000000001,-1.3024653749833415
-0.0015730100000000001,1.5038842177902279,,-0.0015730100000000001,-1.2928864960932218
-0.00157294,1.5167062644859042,,-0.00157294,-1.3056583346133814
-0.00157287,1.513500752811985,,-0.00157287,-1.3024653749833415
-0.0015728,1.5038842177902279,,-0.0015728,-1.321623132763581
-0.00157273,1.5070897294641468,,-0.00157273,-1.3024653749833415
-0.00157266,1.5167062644859042,,-0.00157266,-1.3024653749833415
-0.00157259,1.5070897294641468,,-0.00157259,-1.3120442538734614
-0.00157252,1.510295241138066,,-0.00157252,-1.3056583346133814
-0.0015724500000000002,1.4942676827684704,,-0.0015724500000000002,-1.3152372135035013
-0.0015723800000000002,1.5038842177902279,,-0.0015723800000000002,-1.3088512942434214
-0.0015723100000000002,1.5070897294641468,,-0.0015723100000000002,-1.2928864960932218
-0.0015722400000000001,1.5038842177902279,,-0.0015722400000000001,-1.3088512942434214
-0.0015721700000000001,1.4974731944423896,,-0.0015721700000000001,-1.2992724153533015
-0.0015721,1.4846511477467133,,-0.0015721,-1.3120442538734614
-0.00157203,1.4974731944423896,,-0.00157203,-1.2992724153533015
-0.00157196,1.4974731944423896,,-0.00157196,-1.3056583346133814
-0.00157189,1.4942676827684704,,-0.00157189,-1.3120442538734614
-0.00157182,1.4814456360727941,,-0.00157182,-1.3056583346133814
-0.00157175,1.4910621710945513,,-0.00157175,-1.2992724153533015
-0.00157168,1.4846511477467133,,-0.00157168,-1.3120442538734614
-0.0015716100000000002,1.4846511477467133,,-0.0015716100000000002,-1.2960794557232616
-0.0015715400000000002,1.4846511477467133,,-0.0015715400000000002,-1.2928864960932218
-0.0015714700000000002,1.4974731944423896,,-0.0015714700000000002,-1.3088512942434214
-0.0015714000000000001,1.4846511477467133,,-0.0015714000000000001,-1.2960794557232616
-0.0015713300000000001,1.4718291010510367,,-0.0015713300000000001,-1.3088512942434214
-0.00157126,1.4590070543553604,,-0.00157126,-1.3024653749833415
-0.00157119,1.4718291010510367,,-0.00157119,-1.328009052023661
-0.00157112,1.4846511477467133,,-0.00157112,-1.3120442538734614
-0.00157105,1.4718291010510367,,-0.00157105,-1.3152372135035013
-0.00157098,1.4718291010510367,,-0.00157098,-1.324816092393621
-0.00157091,1.4686235893771176,,-0.00157091,-1.3056583346133814
-0.00157084,1.442979495985765,,-0.00157084,-1.3056583346133814
-0.0015707700000000002,1.4622125660292795,,-0.0015707700000000002,-1.3152372135035013
-0.0015707000000000002,1.4590070543553604,,-0.0015707000000000002,-1.3152372135035013
-0.0015706300000000002,1.4718291010510367,,-0.0015706300000000002,-1.3088512942434214
-0.0015705600000000001,1.4654180777031987,,-0.0015705600000000001,-1.3152372135035013
-0.0015704900000000001,1.4622125660292795,,-0.0015704900000000001,-1.3343949712837408
-0.00157042,1.4558015426814412,,-0.00157042,-1.3184301731335413
-0.00157035,1.442979495985765,,-0.00157035,-1.3120442538734614
-0.00157028,1.4654180777031987,,-0.00157028,-1.3184301731335413
-0.00157021,1.452596031007522,,-0.00157021,-1.321623132763581
-0.00157014,1.452596031007522,,-0.00157014,-1.3152372135035013
-0.00157007,1.452596031007522,,-0.00157007,-1.321623132763581
-0.00157,1.4622125660292795,,-0.00157,-1.321623132763581
-0.00156993,1.4558015426814412,,-0.00156993,-1.328009052023661
-0.0015698600000000002,1.4493905193336032,,-0.0015698600000000002,-1.3152372135035013
-0.0015697900000000002,1.4558015426814412,,-0.0015697900000000002,-1.2992724153533015
-0.0015697200000000001,1.4622125660292795,,-0.0015697200000000001,-1.324816092393621
-0.0015696500000000001,1.442979495985765,,-0.0015696500000000001,-1.324816092393621
-0.00156958,1.452596031007522,,-0.00156958,-1.3152372135035013
-0.00156951,1.4365684726379266,,-0.00156951,-1.3056583346133814
-0.00156944,1.4269519376161695,,-0.00156944,-1.3120442538734614
-0.00156937,1.446185007659684,,-0.00156937,-1.3024653749833415
-0.0015693,1.4365684726379266,,-0.0015693,-1.3152372135035013
-0.00156923,1.442979495985765,,-0.00156923,-1.3375879309137808
-0.00156916,1.4237464259422503,,-0.00156916,-1.3184301731335413
-0.00156909,1.4045133558987357,,-0.00156909,-1.321623132763581
-0.0015690200000000002,1.4269519376161695,,-0.0015690200000000002,-1.321623132763581
-0.0015689500000000002,1.4237464259422503,,-0.0015689500000000002,-1.328009052023661
-0.0015688800000000001,1.4365684726379266,,-0.0015688800000000001,-1.3152372135035013
-0.0015688100000000001,1.4205409142683312,,-0.0015688100000000001,-1.328009052023661
-0.00156874,1.4301574492900886,,-0.00156874,-1.331202011653701
-0.00156867,1.4237464259422503,,-0.00156867,-1.328009052023661
-0.0015686,1.417335402594412,,-0.0015686,-1.3056583346133814
-0.00156853,1.410924379246574,,-0.00156853,-1.324816092393621
-0.00156846,1.417335402594412,,-0.00156846,-1.331202011653701
-0.00156839,1.4205409142683312,,-0.00156839,-1.324816092393621
-0.00156832,1.410924379246574,,-0.00156832,-1.3152372135035013
-0.00156825,1.4205409142683312,,-0.00156825,-1.324816092393621
-0.0015681800000000002,1.417335402594412,,-0.0015681800000000002,-1.324816092393621
-0.0015681100000000002,1.4045133558987357,,-0.0015681100000000002,-1.3343949712837408
-0.0015680400000000001,1.410924379246574,,-0.0015680400000000001,-1.3343949712837408
-0.0015679700000000001,1.4045133558987357,,-0.0015679700000000001,-1.331202011653701
-0.0015679000000000001,1.414129890920493,,-0.0015679000000000001,-1.3471668098039005
-0.00156783,1.4077188675726549,,-0.00156783,-1.328009052023661
-0.00156776,1.4045133558987357,,-0.00156776,-1.321623132763581
-0.00156769,1.3884857975291403,,-0.00156769,-1.3407808905438208
-0.00156762,1.3981023325508974,,-0.00156762,-1.3407808905438208
-0.00156755,1.4045133558987357,,-0.00156755,-1.3471668098039005
-0.00156748,1.4045133558987357,,-0.00156748,-1.324816092393621
-0.0015674100000000002,1.3981023325508974,,-0.0015674100000000002,-1.3407808905438208
-0.0015673400000000002,1.3948968208769785,,-0.0015673400000000002,-1.3407808905438208
-0.0015672700000000002,1.3916913092030594,,-0.0015672700000000002,-1.331202011653701
-0.0015672000000000001,1.4077188675726549,,-0.0015672000000000001,-1.3471668098039005
-0.0015671300000000001,1.3852802858552211,,-0.0015671300000000001,-1.3343949712837408
-0.0015670600000000001,1.382074774181302,,-0.0015670600000000001,-1.331202011653701
-0.00156699,1.4045133558987357,,-0.00156699,-1.3471668098039005
-0.00156692,1.3884857975291403,,-0.00156692,-1.3439738501738607
-0.00156685,1.410924379246574,,-0.00156685,-1.3439738501738607
-0.00156678,1.3884857975291403,,-0.00156678,-1.3407808905438208
-0.00156671,1.3724582391595448,,-0.00156671,-1.324816092393621
-0.00156664,1.3916913092030594,,-0.00156664,-1.328009052023661
-0.0015665700000000002,1.3884857975291403,,-0.0015665700000000002,-1.3439738501738607
-0.0015665000000000002,1.3724582391595448,,-0.0015665000000000002,-1.3375879309137808
-0.0015664300000000002,1.3852802858552211,,-0.0015664300000000002,-1.328009052023661
-0.0015663600000000001,1.3884857975291403,,-0.0015663600000000001,-1.3471668098039005
-0.0015662900000000001,1.3692527274856257,,-0.0015662900000000001,-1.3503597694339404
-0.0015662200000000001,1.375663750833464,,-0.0015662200000000001,-1.3439738501738607
-0.00156615,1.3788692625073828,,-0.00156615,-1.3471668098039005
-0.00156608,1.3692527274856257,,-0.00156608,-1.3343949712837408
-0.00156601,1.3724582391595448,,-0.00156601,-1.3471668098039005
-0.00156594,1.3724582391595448,,-0.00156594,-1.3503597694339404
-0.00156587,1.3788692625073828,,-0.00156587,-1.3343949712837408
-0.0015658,1.3628417041377874,,-0.0015658,-1.3343949712837408
-0.0015657300000000002,1.3724582391595448,,-0.0015657300000000002,-1.3343949712837408
-0.0015656600000000002,1.3628417041377874,,-0.0015656600000000002,-1.3439738501738607
-0.0015655900000000002,1.346814145768192,,-0.0015655900000000002,-1.3407808905438208
-0.0015655200000000001,1.3596361924638682,,-0.0015655200000000001,-1.3471668098039005
-0.0015654500000000001,1.3532251691160302,,-0.0015654500000000001,-1.3343949712837408
-0.0015653800000000001,1.3532251691160302,,-0.0015653800000000001,-1.3375879309137808
-0.00156531,1.350019657442111,,-0.00156531,-1.3439738501738607
-0.00156524,1.346814145768192,,-0.00156524,-1.3375879309137808
-0.00156517,1.3532251691160302,,-0.00156517,-1.3471668098039005
-0.0015651,1.346814145768192,,-0.0015651,-1.3503597694339404
-0.00156503,1.3596361924638682,,-0.00156503,-1.3567456886940203
-0.0015649600000000002,1.3532251691160302,,-0.0015649600000000002,-1.331202011653701
-0.0015648900000000002,1.3436086340942728,,-0.0015648900000000002,-1.3375879309137808
-0.0015648200000000002,1.350019657442111,,-0.0015648200000000002,-1.3343949712837408
-0.0015647500000000002,1.3436086340942728,,-0.0015647500000000002,-1.3503597694339404
-0.0015646800000000002,1.346814145768192,,-0.0015646800000000002,-1.3439738501738607
-0.0015646100000000001,1.3532251691160302,,-0.0015646100000000001,-1.3535527290639804
-0.0015645400000000001,1.3564306807899493,,-0.0015645400000000001,-1.3503597694339404
-0.00156447,1.3436086340942728,,-0.00156447,-1.3535527290639804
-0.0015644,1.3532251691160302,,-0.0015644,-1.3535527290639804
-0.00156433,1.3275810757246773,,-0.00156433,-1.3567456886940203
-0.00156426,1.3339920990725156,,-0.00156426,-1.3503597694339404
-0.00156419,1.3275810757246773,,-0.00156419,-1.3535527290639804
-0.0015641200000000002,1.3179645407029201,,-0.0015641200000000002,-1.3599386483240603
-0.0015640500000000002,1.3243755640507582,,-0.0015640500000000002,-1.3535527290639804
-0.0015639800000000002,1.3404031224203539,,-0.0015639800000000002,-1.3439738501738607
-0.0015639100000000002,1.3307865873985965,,-0.0015639100000000002,-1.3375879309137808
-0.0015638400000000002,1.3275810757246773,,-0.0015638400000000002,-1.3567456886940203
-0.0015637700000000001,1.3275810757246773,,-0.0015637700000000001,-1.3599386483240603
-0.0015637000000000001,1.3179645407029201,,-0.0015637000000000001,-1.3503597694339404
-0.00156363,1.3243755640507582,,-0.00156363,-1.3503597694339404
-0.00156356,1.3115535173550819,,-0.00156356,-1.3503597694339404
-0.00156349,1.314759029029001,,-0.00156349,-1.3503597694339404
-0.00156342,1.3115535173550819,,-0.00156342,-1.3503597694339404
-0.0015633500000000002,1.3275810757246773,,-0.0015633500000000002,-1.3567456886940203
-0.0015632800000000002,1.3051424940072436,,-0.0015632800000000002,-1.3535527290639804
-0.0015632100000000002,1.3179645407029201,,-0.0015632100000000002,-1.3535527290639804
-0.0015631400000000002,1.3083480056811627,,-0.0015631400000000002,-1.3663245675841402
-0.0015630700000000002,1.314759029029001,,-0.0015630700000000002,-1.3439738501738607
-0.0015630000000000002,1.3019369823333247,,-0.0015630000000000002,-1.3567456886940203
-0.0015629300000000001,1.314759029029001,,-0.0015629300000000001,-1.3567456886940203
-0.0015628600000000001,1.3019369823333247,,-0.0015628600000000001,-1.3439738501738607
