X--Trace 1::[CH1],Y--Trace 1::[CH1],,X--Trace 2::[CH2],Y--Trace 2::[CH2]
-0.0004977,1.9398338054432251,,-0.0004977,-0.6000142563745564
-0.00049768,1.9238062470736297,,-0.00049768,-0.5840494582243568
-0.00049766,1.9238062470736297,,-0.00049766,-0.5872424178543967
-0.00049764,1.9173952237257914,,-0.00049764,-0.6064001756346363
-0.00049762,1.9109842003779531,,-0.00049762,-0.6127860948947161
-0.0004976000000000001,1.907778688704034,,-0.0004976000000000001,-0.6032072160045964
-0.00049758,1.9238062470736297,,-0.00049758,-0.6127860948947161
-0.00049756,1.907778688704034,,-0.00049756,-0.6095931352646763
-0.00049754,1.9173952237257914,,-0.00049754,-0.6000142563745564
-0.00049752,1.8949566420083577,,-0.00049752,-0.6000142563745564
-0.0004975,1.9109842003779531,,-0.0004975,-0.6255579334148759
-0.00049748,1.904573177030115,,-0.00049748,-0.6064001756346363
-0.00049746,1.901367665356196,,-0.00049746,-0.6064001756346363
-0.00049744,1.8981621536822768,,-0.00049744,-0.6127860948947161
-0.00049742,1.8789290836387622,,-0.00049742,-0.6319438526749558
-0.0004974000000000001,1.8789290836387622,,-0.0004974000000000001,-0.6255579334148759
-0.00049738,1.872518060290924,,-0.00049738,-0.6447156911951155
-0.00049736,1.8821345953126813,,-0.00049736,-0.6383297719350356
-0.00049734,1.8661070369430859,,-0.00049734,-0.6447156911951155
-0.00049732,1.8821345953126813,,-0.00049732,-0.6511016104551953
-0.0004973,1.8789290836387622,,-0.0004973,-0.6447156911951155
-0.00049728,1.8789290836387622,,-0.00049728,-0.6479086508251554
-0.00049726,1.8789290836387622,,-0.00049726,-0.6447156911951155
-0.00049724,1.875723571964843,,-0.00049724,-0.6511016104551953
-0.00049722,1.8789290836387622,,-0.00049722,-0.6447156911951155
-0.0004972,1.869312548617005,,-0.0004972,-0.6479086508251554
-0.0004971800000000001,1.8468739668995713,,-0.0004971800000000001,-0.663873448975355
-0.00049716,1.869312548617005,,-0.00049716,-0.6479086508251554
-0.00049714,1.8500794785734904,,-0.00049714,-0.6574875297152752
-0.00049712,1.8436684552256521,,-0.00049712,-0.663873448975355
-0.0004971,1.840462943551733,,-0.0004971,-0.667066408605395
-0.00049708,1.8532849902474093,,-0.00049708,-0.6830312067555947
-0.00049706,1.8436684552256521,,-0.00049706,-0.670259368235435
-0.00049704,1.8532849902474093,,-0.00049704,-0.667066408605395
-0.00049702,1.8564905019213285,,-0.00049702,-0.6926100856457145
-0.000497,1.840462943551733,,-0.000497,-0.6766452874955148
-0.0004969800000000001,1.8340519202038947,,-0.0004969800000000001,-0.670259368235435
-0.00049696,1.8276408968560567,,-0.00049696,-0.6798382471255547
-0.00049694,1.8340519202038947,,-0.00049694,-0.6830312067555947
-0.00049692,1.8244353851821375,,-0.00049692,-0.6766452874955148
-0.0004969,1.8244353851821375,,-0.0004969,-0.6926100856457145
-0.00049688,1.8212298735082184,,-0.00049688,-0.6958030452757544
-0.00049686,1.805202315138623,,-0.00049686,-0.6926100856457145
-0.00049684,1.8019968034647038,,-0.00049684,-0.7085748837959142
-0.00049682,1.7987912917907847,,-0.00049682,-0.6926100856457145
-0.0004968,1.8019968034647038,,-0.0004968,-0.7181537626860339
-0.00049678,1.7955857801168658,,-0.00049678,-0.714960803055994
-0.0004967600000000001,1.7891747567690275,,-0.0004967600000000001,-0.7085748837959142
-0.00049674,1.7987912917907847,,-0.00049674,-0.714960803055994
-0.00049672,1.808407826812542,,-0.00049672,-0.6958030452757544
-0.0004967,1.8019968034647038,,-0.0004967,-0.711767843425954
-0.00049668,1.7987912917907847,,-0.00049668,-0.7085748837959142
-0.00049666,1.7955857801168658,,-0.00049666,-0.711767843425954
-0.00049664,1.7859692450951083,,-0.00049664,-0.7181537626860339
-0.00049662,1.7699416867255129,,-0.00049662,-0.7021889645358342
-0.0004966,1.7891747567690275,,-0.0004966,-0.7277326415761537
-0.00049658,1.7923802684429466,,-0.00049658,-0.7213467223160739
-0.0004965600000000001,1.7891747567690275,,-0.0004965600000000001,-0.7245396819461137
-0.00049654,1.7859692450951083,,-0.00049654,-0.7341185608362336
-0.00049652,1.77955822174727,,-0.00049652,-0.7341185608362336
-0.0004965,1.773147198399432,,-0.0004965,-0.7500833589864332
-0.00049648,1.7571196400298366,,-0.00049648,-0.7373115204662735
-0.00049646,1.7635306633776746,,-0.00049646,-0.7341185608362336
-0.00049644,1.773147198399432,,-0.00049644,-0.7468903993563933
-0.00049642,1.7475031050080791,,-0.00049642,-0.7532763186164732
-0.0004964,1.7603251517037555,,-0.0004964,-0.7628551975065929
-0.00049638,1.7635306633776746,,-0.00049638,-0.7532763186164732
-0.00049636,1.7667361750515937,,-0.00049636,-0.7436974397263534
-0.00049634,1.74429759333416,,-0.00049634,-0.7564692782465131
-0.00049632,1.7699416867255129,,-0.00049632,-0.7436974397263534
-0.0004963,1.74429759333416,,-0.0004963,-0.7596622378765531
-0.00049628,1.74429759333416,,-0.00049628,-0.7596622378765531
-0.00049626,1.737886569986322,,-0.00049626,-0.7564692782465131
-0.00049624,1.7250645232906454,,-0.00049624,-0.7564692782465131
-0.00049622,1.7346810583124028,,-0.00049622,-0.7628551975065929
-0.0004962,1.7250645232906454,,-0.0004962,-0.7692411167666728
-0.00049618,1.741092081660241,,-0.00049618,-0.7947847938069923
-0.00049616,1.7346810583124028,,-0.00049616,-0.7692411167666728
-0.0004961400000000001,1.7218590116167265,,-0.0004961400000000001,-0.7915918341769523
-0.00049612,1.7186534999428074,,-0.00049612,-0.7820129552868326
-0.0004961,1.70903696492105,,-0.0004961,-0.7820129552868326
-0.00049608,1.7250645232906454,,-0.00049608,-0.7596622378765531
-0.00049606,1.702625941573212,,-0.00049606,-0.7852059149168725
-0.00049604,1.7218590116167265,,-0.00049604,-0.7852059149168725
-0.00049602,1.70903696492105,,-0.00049602,-0.7852059149168725
-0.000496,1.70903696492105,,-0.000496,-0.807556632327152
-0.00049598,1.702625941573212,,-0.00049598,-0.7852059149168725
-0.00049596,1.70903696492105,,-0.00049596,-0.7947847938069923
-0.00049594,1.70903696492105,,-0.00049594,-0.807556632327152
-0.00049592,1.6930094065514545,,-0.00049592,-0.7979777534370323
-0.0004959,1.702625941573212,,-0.0004959,-0.7979777534370323
-0.00049588,1.7154479882688882,,-0.00049588,-0.810749591957192
-0.00049586,1.6962149182253736,,-0.00049586,-0.810749591957192
-0.00049584,1.676981848181859,,-0.00049584,-0.8139425515872318
-0.00049582,1.6865983832036164,,-0.00049582,-0.8235214304773516
-0.0004958,1.676981848181859,,-0.0004958,-0.8203284708473118
-0.00049578,1.6833928715296973,,-0.00049578,-0.8235214304773516
-0.00049576,1.6737763365079399,,-0.00049576,-0.8267143901073916
-0.00049574,1.6705708248340208,,-0.00049574,-0.8299073497374315
